Level,Date and Time,Source,Event ID,Task Category
Information,1/11/2020 12:32:14 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,1/11/2020 12:32:14 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,1/11/2020 12:32:14 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/11/2020 12:32:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/11/2020 12:32:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/10/2020 11:09:40 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/10/2020 11:09:37 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/10/2020 5:22:06 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/10/2020 5:22:06 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/10/2020 4:29:21 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/10/2020 12:28:49 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/10/2020 12:28:49 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/10/2020 9:50:06 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2109.0)
Information,1/10/2020 9:49:55 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2109.0)
Information,1/10/2020 9:49:55 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/10/2020 9:49:55 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/10/2020 9:49:55 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/10/2020 9:49:55 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/9/2020 11:52:31 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/9/2020 11:52:27 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/9/2020 7:14:04 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/9/2020 7:14:01 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/9/2020 9:32:56 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2007.0)
Information,1/9/2020 9:32:46 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2007.0)
Information,1/9/2020 9:32:46 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/9/2020 9:32:46 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/9/2020 9:32:46 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/9/2020 9:32:46 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/9/2020 1:48:31 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/9/2020 1:48:27 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/9/2020 1:44:27 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9PHNB71MKR4J-king.com.BubbleWitch3Saga
Information,1/9/2020 1:44:27 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9PHNB71MKR4J-king.com.BubbleWitch3Saga
Information,1/9/2020 1:44:27 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/9/2020 1:44:06 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/8/2020 10:38:03 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/8/2020 10:37:58 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/8/2020 8:34:21 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/8/2020 8:34:21 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/8/2020 3:18:33 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/8/2020 11:26:56 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1973.0)
Information,1/8/2020 11:26:47 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1973.0)
Information,1/8/2020 11:26:47 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/8/2020 11:26:47 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/8/2020 11:26:47 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/8/2020 11:26:47 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/8/2020 10:17:59 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1970.0)
Information,1/8/2020 10:17:52 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1970.0)
Information,1/8/2020 10:17:52 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/8/2020 10:17:47 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/8/2020 10:17:47 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/8/2020 10:17:47 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/8/2020 12:17:12 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/8/2020 12:17:09 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/7/2020 8:13:18 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/7/2020 8:13:15 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/7/2020 4:24:24 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/7/2020 4:24:21 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/7/2020 3:28:20 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFHVQM-MICROSOFT.WINDOWSCOMMUNICATIONSAPPS
Information,1/7/2020 3:28:20 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFHVQM-MICROSOFT.WINDOWSCOMMUNICATIONSAPPS
Information,1/7/2020 3:28:20 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/7/2020 3:28:15 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRDH42T-A278AB0D.DRAGONMANIALEGENDS
Information,1/7/2020 3:28:15 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRDH42T-A278AB0D.DRAGONMANIALEGENDS
Information,1/7/2020 3:28:15 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/7/2020 3:28:10 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/7/2020 3:28:10 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/7/2020 10:09:09 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1866.0)
Information,1/7/2020 10:08:58 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1866.0)
Information,1/7/2020 10:08:58 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/7/2020 10:08:58 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/7/2020 10:08:58 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/7/2020 10:08:58 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/7/2020 9:59:26 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/7/2020 9:59:26 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/7/2020 12:18:49 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/7/2020 12:18:46 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/6/2020 10:26:54 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/6/2020 10:26:51 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/6/2020 11:41:38 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/6/2020 11:41:38 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/6/2020 11:35:37 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1832.0)
Information,1/6/2020 11:35:28 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1832.0)
Information,1/6/2020 11:35:28 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/6/2020 11:35:28 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/6/2020 11:35:28 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/6/2020 11:35:28 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/5/2020 10:48:24 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/5/2020 10:48:22 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/5/2020 10:20:10 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1794.0)
Information,1/5/2020 10:20:01 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1794.0)
Information,1/5/2020 10:20:01 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/5/2020 10:20:01 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/5/2020 10:20:01 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/5/2020 10:20:01 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/5/2020 2:09:08 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/5/2020 2:09:03 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/5/2020 2:04:14 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/4/2020 7:36:45 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/4/2020 7:36:43 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/4/2020 5:00:35 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1701.0)
Information,1/4/2020 5:00:26 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1701.0)
Information,1/4/2020 5:00:26 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/4/2020 5:00:26 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/4/2020 5:00:26 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/4/2020 5:00:26 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/4/2020 3:29:39 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/4/2020 3:29:36 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/4/2020 2:33:24 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,1/4/2020 2:33:18 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,1/4/2020 2:33:18 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH4QGHW-Microsoft.MicrosoftStickyNotes
Information,1/4/2020 2:33:18 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/4/2020 2:33:18 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH4QGHW-Microsoft.MicrosoftStickyNotes
Information,1/4/2020 2:33:18 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/4/2020 2:33:16 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/4/2020 2:33:16 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/4/2020 1:27:39 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1700.0)
Information,1/4/2020 1:27:30 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1700.0)
Information,1/4/2020 1:27:30 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/4/2020 1:27:30 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/4/2020 1:27:30 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/4/2020 1:27:30 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/4/2020 1:20:22 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/4/2020 1:20:22 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/3/2020 8:20:12 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/3/2020 8:20:09 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/3/2020 12:55:32 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH6J6VK-828B5831.HiddenCityMysteryofShadows
Information,1/3/2020 12:55:32 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH6J6VK-828B5831.HiddenCityMysteryofShadows
Information,1/3/2020 12:55:32 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/3/2020 12:55:25 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/3/2020 9:38:41 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/3/2020 9:38:41 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/2/2020 11:07:03 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/2/2020 11:07:01 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/2/2020 11:02:55 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1613.0)
Information,1/2/2020 11:02:44 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1613.0)
Information,1/2/2020 11:02:44 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/2/2020 11:02:44 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/2/2020 11:02:44 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/2/2020 11:02:44 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/2/2020 5:35:38 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1571.0)
Information,1/2/2020 5:35:28 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1571.0)
Information,1/2/2020 5:35:28 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/2/2020 5:35:28 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/2/2020 5:35:28 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/2/2020 5:35:28 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/2/2020 11:19:39 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/2/2020 11:19:37 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/2/2020 2:09:38 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/2/2020 2:09:36 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/1/2020 8:40:03 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/1/2020 8:40:01 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/1/2020 5:15:54 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/1/2020 3:34:05 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/1/2020 3:34:02 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/1/2020 12:36:11 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1530.0)
Information,1/1/2020 12:36:01 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1530.0)
Information,1/1/2020 12:36:01 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/1/2020 12:36:01 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/1/2020 12:36:01 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/1/2020 12:36:01 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/1/2020 1:10:25 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/1/2020 1:10:23 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/31/2019 8:21:10 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1495.0)
Information,12/31/2019 8:21:01 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1495.0)
Information,12/31/2019 8:21:01 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/31/2019 8:21:01 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/31/2019 8:21:01 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/31/2019 8:21:01 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/31/2019 5:31:25 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/31/2019 5:31:22 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/31/2019 4:21:58 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/31/2019 10:01:23 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,12/31/2019 9:21:02 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1467.0)
Information,12/31/2019 9:20:52 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1467.0)
Information,12/31/2019 9:20:52 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/31/2019 9:20:52 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/31/2019 9:20:52 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/31/2019 9:20:52 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/30/2019 7:36:34 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/30/2019 7:36:32 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/30/2019 12:21:04 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/30/2019 12:21:02 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,12/30/2019 9:52:38 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1407.0)
Information,12/30/2019 9:52:29 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.1407.0)
Information,12/30/2019 9:52:29 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,12/30/2019 9:52:29 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/30/2019 9:52:29 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,12/30/2019 9:52:29 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,12/30/2019 12:55:36 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/30/2019 12:55:33 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/29/2019 2:52:02 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
